screen_name,id,followers_count,friends_count,favorites_count,statuses_count,last_status,created_at,
epinosa7bae,4717503368,212,534,1310,1208,1452523241,1452066872,1,
briakobs,1041023856,408,902,6798,661,1452539692,1356657812,1,
jennaklol,196902978,7,40,0,0,NULL,1285822684,2,
jordanolibragg,2240288110,419,614,1221,569,1452479947,1387825153,1,
ithinkitsadanny,832815649,50,222,289,207,1452498773,1348040877,1,
KalebBelknap,4308875714,25,74,297,21,1452481568,1448085260,1,
blauekreiter,46537594,24,122,1,0,NULL,1244767808,2,
KMagabuay,4018612400,381,1825,51,0,NULL,1445817932,2,
dorkingly,1615916028,19,55,611,16,1452484340,1374607592,1,
kickaz45,2543367889,78,189,271,96,1452510538,1401796284,1,
taiyashirelle,598908566,267,252,502,13862,1452536674,1338782187,1,
dave_nyquist,4770084569,8,46,0,0,NULL,1452480004,2,
melanienyquist,58871449,64,150,52,25,1451872833,1248200088,1,
CoreyEasterday,41023278,582,815,205,0,NULL,1242696693,2,
abigaiil_rose,2690735809,81,94,416,64,1452480042,1406657489,1,
vincenzoman,86151022,143,426,6,302,1449720972,1256847054,1,
allemaritjie,4663387889,5,22,1,1,1451799649,1451555921,1,
Jesus_Mosel,2569586443,667,2107,1155,687,1452527824,1402862270,1,
n15santamaria,317570412,413,192,44,3139,1452523659,1308110187,1,
Turf_Monsters,860790858,67,304,1016,1904,1452478636,1349321463,1,
mikebregan,4769855477,2,9,0,0,NULL,1452477980,2,
megcan108,4708791023,5,109,7,0,NULL,1451945489,2,
TweetKarensLife,23794795,72,562,49,1009,1452523640,1236792349,1,
DrewNVance,2770199706,10,68,0,0,NULL,1409067172,2,
projetohelp_twe,4769707061,54,354,1,2,1452478484,1452476668,1,
Guayed66,2407586508,80,585,165,8,1439607416,1395601235,1,
DavidMFriend1,21625310,2967,3271,1693,9208,1452518020,1235357666,1,
BardenErich,3267766795,13,58,1214,0,NULL,1435983510,2,
taylor_senf,4725717103,28,43,21,0,NULL,1452209666,2,
acousticarrow,3731264115,92,185,81,551,1452532751,1442864314,1,
juliavrl_,3475668502,15,68,2,2,1452288012,1440814111,1,
TjVandel,4769204537,7,33,1,4,1452537842,1452472284,1,
breezemountain1,4404421096,28,218,11,37,1452529332,1449488249,1,
tamiw0303,4096099093,24,291,13,0,NULL,1446422831,2,
katjewels77,3236402222,25,93,4,4,1436545499,1433453386,1,
sarrromyy,4769238088,86,161,57,37,1452534746,1452472038,1,
tweetercg,970296050,30,89,107,58,1452471623,1353859700,1,
BoulayJeanFelix,4741078055,0,65,1,0,NULL,1452227276,2,
adshep,20998862,3,37,5,0,NULL,1234801406,2,
samiathais,2196562573,178,30,666,554,1452534336,1384546562,1,
dcumberland16,4012357553,5,36,8,0,NULL,1445463927,2,
katelmccaffrey,909170940,64,840,403,0,NULL,1351383135,2,
canyouseethesea,1686522426,29,103,23,149,1452532035,1377027704,1,
cr97xo,4239074061,201,290,37,117,1452540328,1448074968,1,
a_arifg,3105490351,214,528,392,872,1452525419,1427146514,1,
uouzarry,285181272,2823,2446,9780,46822,1452539412,1303321144,1,
eilish_mo,1043698586,465,643,17275,5752,1452474837,1356750635,1,
uouzarry,285181272,2823,2446,9780,46822,1452539412,1303321144,1,
MugfordBev,4768986700,9,25,2,1,1452503339,1452469855,1,
Brian_Mercurio,15505594,53986,12965,219,8496,1443296087,1216586029,1,
hufflepuffemma,4740465997,7,64,1,0,NULL,1452467339,2,
_mrsjrcarter,4636445348,84,200,0,12,1452537008,1450863044,1,
MS27676,1120189848,106,168,38,25,1452541810,1359145588,1,
RykerBlake,1429355334,48,84,172,199,1452469394,1368586256,1,
HayleySmith23,311036305,29,68,0,0,NULL,1307216996,2,
frannieisfly,412415827,161,346,401,210,1452479969,1321291107,1,
AnaValerioAnto1,4739973840,16,83,0,0,NULL,1452460855,2,
athomp95,483081127,76,364,145,136,1452485216,1328373130,1,
0608Julz,1866242378,38,219,59,0,NULL,1379220913,2,
JohnSantosMont,4604804121,252,889,0,124,1452463624,1451086190,1,
RevoLouTiontalk,3372212477,387,2129,2134,4097,1452537153,1436704008,1,
turner_shelbee,4740257839,14,26,12,5,1452540333,1452463499,1,
Vale_Catta,483777973,29,209,65,44,1452522296,1328441308,1,
HeyBrunoGo,4767965141,42,322,7,2,1452464651,1452461566,1,
bobbin_ramsey,4739978052,41,274,9,5,1452495430,1452460798,1,
karbowska_agata,4763836019,6,44,2,0,NULL,1452425958,2,
stanskelton,40949847,84,139,4,36,1452110637,1242675819,1,
alexcanady07,3024532937,80,179,618,249,1451840082,1423376766,1,
sam_lomuscio,1107751860,267,213,1261,1194,1452476085,1358732094,1,
MoorcroftSam,4001129423,130,30,0,21,1452523435,1445334907,1,
G_timelord,3092018258,49,187,1086,29,1452527545,1426562265,1,
SeamnstrStudio,1254366636,100,303,141,268,1452523231,1362835781,1,
lydiaissleeping,3105079966,126,140,941,2405,1452470439,1427039679,1,
im_laur,3366311691,5,32,8,53,1452538414,1436380412,1,
_madisondrew,1609002432,55,61,254,23,1448310951,1374353841,1,
Joshgraham2000,4689016022,34,448,2,2,1452376897,1451648538,1,
ScoWheatley,422092828,180,362,666,2229,1451749101,1322338112,1,
sarahbaird84,210009530,43,416,21,194,1452089976,1288436523,1,
a_kordish,2796909351,102,189,517,40,1452380331,1412129861,1,
JodellSpeer,596139758,3,9,0,0,NULL,1338527519,2,
22Verena,3909331174,5,78,17,0,NULL,1444397449,2,
buquer23,2722387268,15,7,35,6,1439355415,1407701478,1,
peaceoutgrandma,4767131703,32,71,2,13,1452541731,1452454903,1,
fairlydonedun,4765248093,70,1008,1,1,1452438873,1452438744,1,
rorysherman,111545428,586,1046,4573,3155,1452463065,1265360653,1,
skeletoncliqque,3754203197,187,877,450,390,1452529716,1443050994,1,
BYEfromfelicia,4766837549,43,123,2,3,1452532303,1452451933,1,
LucasPencha,3131408488,151,671,48,256,1450215824,1427995941,1,
gabby_godoy,2581574479,163,133,3067,2351,1452540882,1403410123,1,
LucasPencha,3131408488,151,671,48,256,1450215824,1427995941,1,
hjohnstone1999,4597856903,35,96,8,1,1452454199,1451029978,1,
beata9339,3319154918,86,305,837,48,1452522773,1439930908,1,
vickser22,3300306526,81,230,731,845,1452517658,1432716644,1,
lizburton1256,2764387331,113,281,1404,1700,1452535361,1410134136,1,
Nason_Carter,20668595,304,1869,155,498,1451612895,1234437368,1,
FabiaCarney,346230049,507,1263,800,2839,1452453836,1312153844,1,
DreamCodeMusic,3253899630,149,363,21,362,1452522196,1435089585,1,
AnyaKhati,4762708109,4,84,5,0,NULL,1452416050,2,
twopegweb,4766666639,29,78,1,4,1452508452,1452450490,1,
rebby1_,2303926084,16,93,200,0,NULL,1390670687,2,
cescahop,241653760,24,150,35,32,1438719912,1295727593,1,
PwrFulWmn,25524160,3704,2953,36478,21844,1452538507,1237564116,1,
PwrFulWmn,25524160,3704,2953,36478,21844,1452538507,1237564116,1,
zen7eskiefan,180416831,64,203,1,0,NULL,1282233218,2,
littlewanderer9,4766517749,36,133,7,2,1452541757,1452449222,1,
butterfliege85,4747424007,2,13,1,0,NULL,1452283116,2,
NoahBuonanno,3322492319,15,32,1,3,1451491413,1434177548,1,
ArielMonroythg1,2261800002,344,1489,73,97,1452185332,1387998384,1,
cheydickemper,4739408077,4,8,0,0,NULL,1452448151,2,
lonnymal,76455562,44,148,10,633,1391178548,1253654843,1,
BuczekAnabel,4765706422,5,33,0,0,NULL,1452441717,2,
hannahwhyy,1616589722,516,839,10732,6027,1452524737,1374631982,1,
chalkpitrecords,3299668485,385,1495,363,1006,1452503034,1432671767,1,
jbaskinstudio,4195475051,47,175,30,30,1452448094,1447607920,1,
JadeSlabbert_xx,4766286677,111,309,59,17,1452533081,1452447247,1,
LuisLeyG,863947974,783,1374,1449,9057,1452458195,1349487437,1,
imthebadthing,1457884760,137,365,295,982,1452538233,1369510814,1,
fxkncashtxn,359056018,933,97,6461,29916,1452447567,1313882865,1,
Kix1970,4766099181,8,36,32,4,1452528248,1452446098,1,
chloe_g_xo,303944594,862,1991,4297,21180,1452468330,1306172352,1,
DrinksNEats,1586066041,824,1153,666,3489,1452446336,1373554282,1,
elsea_ann,4735014312,38,119,0,1,1452490100,1452374168,1,
SamSchmidt84,3383414284,4,69,0,0,NULL,1437328068,2,
GemFur,95050517,30,95,84,108,1452499863,1260125417,1,
popeois,262364343,40,696,11,25,1444747097,1299537047,1,
mgdellis,426591554,4,60,0,0,NULL,1322829811,2,
BjsProRecalque,539406291,1614,575,3366,8300,1452476331,1332963302,1,
daniqui123,2497116589,18,63,56,20,1452519423,1400185862,1,
eandthed,3327613946,135,790,11,15,1452443407,1440380559,1,
Linksuperpowers,2872661847,1027411,103306,1641,2109,1452527136,1415732204,1,
AnitaRuygh,333353139,125,327,0,342,1452498534,1310385920,1,
Edshh1,1599537020,179,278,1981,4478,1452489406,1374018623,1,
angelabarr21,140476800,171,421,326,684,1451912498,1273074819,1,
dfs356,121303120,47,249,6,9,1452442356,1268102713,1,
teegan14jones,4221351555,237,532,254,527,1452535086,1447884207,1,
Jonnylyla,370598164,183,300,1810,562,1452540953,1315559891,1,
yoimlogan,3003954004,1841,322,435,2566,1452517902,1422492087,1,
LoganMCrawford,317372236,293,277,743,723,1448568973,1308084797,1,
tracyhanson6,417528491,167,200,613,0,NULL,1321841085,2,
thisbegrm,324575241,1104,1136,9094,20892,1452540873,1309124087,1,
lujava80,3555604709,0,690,0,0,NULL,1441457941,2,
viviannelee95,73250464,134,129,1860,0,NULL,1252625116,2,
EetuOskari,66975464,933,1651,8073,13879,1452540136,1250681397,1,
JerrellStClair,222847275,192,2265,17,32,1445639734,1291481202,1,
claudiatrc,247302150,10684,521,2822,1974,1452418957,1296829881,1,
cat_ailsby,4747784963,2,17,0,0,NULL,1452285726,2,
PattiKEllsworth,4736255954,16,34,5,2,1452491843,1452394960,1,
MadPopeyeTheike,3900445815,781,3985,52,37,1451773271,1444317008,1,
YbCXfkcLydEJz23,4764570569,16,45,0,0,NULL,1452432386,2,
Gertjanzen,468286421,38,162,36,402,1451278614,1326971971,1,
ammichan02,4764237863,98,245,203,35,1452534804,1452429470,1,
nikidenton,21801827,237,709,360,905,1452453500,1235511851,1,
SoDragMeToHell,4764241895,29,51,35,12,1452538876,1452429504,1,
FLOR10T,4707172708,3,43,0,2,1452176008,1451931003,1,
Missmeghan182,2373055186,6,287,1,0,NULL,1393675385,2,
tznf111,567403723,836,799,6898,9743,1452295513,1335807393,1,
claire_louise23,31178666,88,353,537,5198,1447754149,1239731352,1,
chelllogliv,2900587698,158,1457,1755,1328,1452541804,1416068649,1,
pescaviola,1566043333,134,496,21,2031,1441295068,1372864738,1,
laura_anne_r,4702772540,40,180,156,49,1452524931,1451826981,1,
Matt_Boroski,377186850,18,157,67,251,1452429116,1316581199,1,
Ross_Rattray,882737994,227,262,1911,0,NULL,1350321832,2,
GuitarOldham,2876600295,87,314,76,38,1452516827,1415983705,1,
ClubDecode,4756174762,53,199,0,4,1452525161,1452358347,1,
GizemKSaracoglu,390413854,131,256,124,808,1452535876,1318547410,1,
c0rruptedlungs,4077285647,33,65,58,57,1452536222,1446232929,1,
TheBeatlesHub,4237430056,1908,2936,153,41734,1452541509,1448054659,1,
cielodisorrisi,1540965805,1230,567,4850,10579,1452509950,1371992996,1,
CherylYlove,1724992267,26127,24856,21096,21306,1452539165,1378200887,1,
klslmn,4083072761,12,314,12,0,NULL,1446301659,2,
madi10192,989941572,83,91,787,0,NULL,1354671354,2,
therealdonkool,2600222522,2788,3217,44,968,1452538998,1404322958,1,
Daan_VanHirtum,3029891528,8,86,1,0,NULL,1424349735,2,
Steven_Huynh777,4737822324,5,869,5,0,NULL,1452423162,2,
juancaguilar_97,746227674,129,125,151,1911,1452449645,1344472685,1,
Javier_Miguel12,3139992870,825,623,2905,3642,1452394513,1428222980,1,
NikkiRodeo_Lans,195064511,92,206,525,1145,1452525083,1285438306,1,
blumud808,2848253418,79,377,191,430,1452467766,1412831579,1,
siltwitti,4762847632,14,42,3,5,1452534325,1452416752,1,
adamhill_15,3818623528,53,168,69,14,1452421325,1443565144,1,
KGALADI2,294726711,14,115,7,38,1451600639,1304788368,1,
reconbeats,4736824134,96,399,12,31,1452528151,1452406059,1,
HOVRANS,764037374,7333,4767,19238,51603,1452532185,1345221653,1,
paco_eo,1005351258,481,351,11672,14268,1452512021,1355278643,1,
gypsyjoonthego,4731145848,12,83,1,2,1452325999,1452307262,1,
morkiukas,4762748716,2,13,0,0,NULL,1452415842,2,
stehauffraulein,111279561,63,75,1236,0,NULL,1265282045,2,
richybaby9,1530511478,7,69,14,23,1450035886,1371639746,1,
f_jcarballo,2563890468,28,134,312,241,1452517983,1402599293,1,
rocanbrothers,4736256140,33,241,29,30,1452539124,1452394962,1,
ThuressonErik,4761953237,2,33,0,1,1452409908,1452409353,1,
Vandalye,4762395760,10,50,1,5,1452451453,1452412737,1,
G9Rondo,4759831109,2,14,1,1,1452391613,1452390646,1,
XonDominique,595749651,9104,2504,425,11391,1452536052,1338485389,1,
Iknow235,4259472533,1,42,1,0,NULL,1448308074,2,
susannarainy,2845198076,170,531,3737,180,1452541578,1412723944,1,
Belle_EMoore,4635992061,49,186,446,83,1452485983,1451336423,1,
lefluerr,267267178,336,421,4847,112275,1452516204,1300292919,1,
Deniellexox,979939171,654,2053,10727,1482,1452539214,1354259040,1,
bumble__bree__,4359674833,54,64,1347,134,1452549851,1448485100,1,
Harlyquinn1989,4011339681,118,494,32,51,1452473299,1445453056,1,
JennGuimond,1422951380,50,212,2,6,1452513972,1368359415,1,
TechnicallyEJ,4731287413,30,85,27,1,1452352681,1452307339,1,
_Pantsorama,1163120538,89,98,141,414,1452538598,1360420815,1,
Sarah_Conn_,340364186,297,280,5618,5694,1452510813,1311349480,1,
collinhenson_,4686427021,27,87,0,0,NULL,1451612815,2,
GracieCorreaMUA,2880367644,60,199,142,435,1452485982,1414476287,1,
ZellyZanderson,299962353,353,394,3107,10094,1452538805,1305589869,1,
VeruschkaNWilde,1411193311,80,371,84,39,1452536851,1367958987,1,
KHrachovec,3242532732,38,67,93,64,1452286570,1434048679,1,
enrique_cortesX,2948598856,37,45,87,66,1452486790,1419831288,1,
lorenowich,4736755638,44,199,21,0,NULL,1452404868,2,
webb073,30697122,237,446,1563,2289,1452503881,1239561763,1,
Kaitlander_,4724241068,62,115,348,139,1452548829,1452183985,1,
Cordog27,11549772,375,1093,5,0,NULL,1198713712,2,
katelynnmccaff,1881548558,124,704,5647,2898,1452405211,1379555632,1,
sarah_serene13,3129850762,54,101,3115,438,1452403832,1427746010,1,
JoseMejia23,312399177,2,6,0,7,1345508750,1307412927,1,
Robert_Liontari,168928967,113,565,44,23,1452444491,1279683007,1,
JenDemp,22800768,698,1998,16,318,1449710620,1236186548,1,
leahf_jams,3856302379,9,21,0,8,1452229696,1444549531,1,
lu_pee_ta,4195674645,8,111,14,0,NULL,1447610498,2,
RooseveltDime,56862406,617,1463,451,2703,1452539227,1247616216,1,
annon_guy24,3247860644,16,151,26,26,1452483763,1434546850,1,
OldddSoul,390312800,210,192,350,6620,1452404062,1318535528,1,
sarahgailll,1659081416,236,285,11640,2357,1452549326,1376101735,1,
mendezro53,4760460813,38,136,1,29,1452539631,1452396669,1,
gobernsgo,297523068,76,371,67,520,1452428797,1305220132,1,
ElWallio,2664380952,296,603,154,984,1452540785,1405902309,1,
ChrissieDriscol,537606222,141,165,1814,1741,1452542952,1332792580,1,
Jmam495,1675999795,56,387,5,25,1399080047,1376666303,1,
meegan_renee,3850977853,40,258,541,197,1452537851,1444507931,1,
madreblackstone,4736233158,6,32,4,0,NULL,1452396037,2,
awkwardnatalie,441303204,149,268,3933,10705,1452490729,1324337446,1,
paolucci_21,3758730253,9,145,4,0,NULL,1443787249,2,
lllo30,1721998195,0,130,275,0,NULL,1378118987,2,
anniekennedy22,461683043,62,494,104,0,NULL,1326335008,2,
PaulLawrenceNZ,1294149180,6,51,5,0,NULL,1364111646,2,
mrscarlspangler,4725915991,7,195,7,0,NULL,1452213270,2,
_fatimagarcia1,432068421,302,1336,680,3543,1452482079,1323391283,1,
_Heb_,53296424,69,95,32,100,1452446948,1246596078,1,
jls442,526366999,199,725,48,2115,1452545317,1331902521,1,
TownsleyBrandon,895525195,296,587,1361,602,1452517500,1350831440,1,
leogerochi,50265845,95,330,249,1391,1452099444,1245837398,1,
sjbabensee,301179972,8,28,1,0,NULL,1305767336,2,
TheWorldsForces,3411657509,92,459,26,0,NULL,1439171839,2,
kyliesahloff,3242551376,256,234,140,260,1452481038,1434044983,1,
TnlttrWrd,4736036238,18,75,0,1,1452503577,1452392596,1,
stacydrols,254240471,59,139,43,50,1450841374,1298067771,1,
TheMackKing0,4366742007,105,186,23,23,1452540613,1449190462,1,
emilyblas,37490433,571,277,3096,5078,1452523015,1241381486,1,
substandardgin,336207880,31,109,5,1,1452507337,1310769317,1,
badlandsxten,1387637652,190,383,851,3186,1452536115,1367175360,1,
LindaSweikhart,4759675582,1,9,5,5,1452481264,1452388750,1,
weesue,19528317,152,416,628,1586,1452534949,1232966774,1,
CaelumetleCiel,4505598796,10,29,13,42,1452529660,1450290250,1,
DragonBailzZ,4735709599,142,248,7,12,1452514336,1452384446,1,
leeleebland,4643401127,13,151,2,0,NULL,1451395525,2,
therach1981,4757746341,33,78,43,20,1452540313,1452372980,1,
luisxgutierrez,4735751484,14,56,0,0,NULL,1452387593,2,
muzicard,4729186605,839,3235,19,22,1452392368,1452123703,1,
MaillardLuja,528385028,41,149,0,0,NULL,1332066903,2,
HeatherRankinMe,1093599894,1425,2233,1433,979,1452544501,1358295108,1,
mackenziefran18,4735855099,20,83,0,0,NULL,1452387059,2,
DAN_SMITHS_GIRL,3383021571,8,49,5,0,NULL,1437312625,2,
ashejonline,158554453,80056,87386,6200,20135,1452539810,1277254495,1,
m4morganville,520104828,175,800,131,98,1452386634,1331355735,1,
mikeyhanna86,369804406,243,267,1178,7749,1452539927,1315439969,1,
squuoob,4757539167,36,219,0,0,NULL,1452371191,2,
RyanNorth00,789190412,1519,200,272,354,1452373778,1346241705,1,
ahamiltonwwk,4122219447,19,34,20,2,1447110770,1446759852,1,
xValarie,305118462,200,321,4970,3105,1452334474,1306344852,1,
amandaLBBH,439421032,192,117,9636,522,1452465775,1324149619,1,
tangerinetreesx,4599672021,40,121,76,0,NULL,1451044983,2,
Venom_Man_1690,4758187660,38,84,24,64,1452545930,1452375799,1,
Indigochildsnd,3836810428,40,38,2,9,1447346326,1443732800,1,
kelley_marie,2189545442,54,119,178,120,1452465832,1384228003,1,
alexgibneyfilm,31323375,17315,687,156,5278,1452500351,1239765349,1,
balablue,23638719,36,31,0,0,NULL,1236713606,2,
annaml444,2343044492,11,35,0,0,NULL,1392352029,2,
MaddieBridgeDav,4758402976,16,41,1,7,1452536558,1452377660,1,
spuggie1303,3402353631,6,75,15,0,NULL,1438675629,2,
pmantero_,161303388,790,286,18337,34335,1452529352,1277907068,1,
OkayDaniellaa,4734507258,12,447,62,0,NULL,1452364927,2,
awakemys0ul_,501069802,783,754,3534,13948,1452550051,1330024647,1,
MeganWhitefield,3242300825,27,96,109,47,1452497588,1431113255,1,
GaiaCordone,3349186797,174,604,37,22,1452329457,1435505521,1,
MikaylaPritcha1,4755172894,7,8,4,7,1452460797,1452349608,1,
JulieKelso1,965487716,112,298,17,125,1452146361,1353645613,1,
Pontillo86,4731536174,30,84,35,10,1452490566,1452312452,1,
oliviaksing_,4757800229,66,201,25,5,1452546603,1452372981,1,
TonyUnal,392437185,579,3218,730,568,1452482023,1318815282,1,
whovian_Isac,1247518974,18,129,1587,29,1452391587,1362614817,1,
marcusmumford,4757995156,41,132,29,2,1452428589,1452374132,1,
BethLizBrennan,354893395,682,93,285,0,NULL,1313329659,2,
voltagebadsuns,2865022982,18,204,78,58,1447098489,1413725102,1,
clairellhutch,4757256629,46,198,3,1,1452376049,1452368284,1,
wjck85,344933921,58,207,1,53,1452546490,1311971140,1,
___emiliee__,2547935422,68,471,306,240,1452497779,1400109965,1,
annena23,4757590041,4,45,2,2,1452435830,1452371625,1,
chiknchilizouis,4206484167,61,184,484,1635,1452538809,1447728105,1,
ChelsWeathe,2458305659,461,1763,349,107,1452532630,1396558827,1,
MTVStars_UK,2535409422,1388,1297,24757,5308,1452548976,1401467331,1,
cay_737,531145140,4,77,4,3,1445340999,1332235006,1,
joeofallvapes,94039451,369,996,602,1361,1452537826,1259737488,1,
chlostorey7,4757553802,4,28,2,0,NULL,1452370323,2,
Divorce_ED,619381558,131,1440,230,7148,1451676659,1340740910,1,
CupelliJames,4748066284,7,26,5,0,NULL,1452287633,2,
Saxon_Frenchie,4747954882,89,465,37,51,1452515360,1452286660,1,
annetvdlinde,3335538136,86,277,5,81,1450954842,1434745611,1,
reissnadel,3223876329,44,162,4,12,1452543615,1430384087,1,
helloryankey,223268896,3020,2603,0,7793,1452540372,1291587488,1,
BlairBarry95,4701119715,35,80,12,21,1452458255,1451878950,1,
unacome_me,4756982265,25,76,4,10,1452462586,1452366378,1,
FrancescaG97F,462900497,829,340,13171,9532,1452546905,1326463313,1,
MarcMcKay,42590119,1647,1376,1209,4453,1452545087,1243327257,1,
WildeChild14,1732204370,206,149,532,1073,1451828142,1378393254,1,
headinjupiter,1140557924,385,859,272,13,1448823014,1359747509,1,
themainetara,2926986717,366,856,796,2023,1452431593,1418824647,1,
verzueckung,4757217257,7,35,8,9,1452526006,1452367942,1,
amurasky,2757216361,49,305,193,0,NULL,1408755728,2,
Ashton_H2013,2509630607,17,52,711,89,1451535691,1398478931,1,
BMPGA12,4756992118,88,498,189,42,1452548017,1452365496,1,
GracieeJeannee,2716923413,303,243,2588,3530,1452549646,1405706046,1,
gould_jess,2997579514,43,117,0,3,1452537983,1422179225,1,
berkeleybarb_ca,302271750,69,744,8,110,1452035786,1305929747,1,
frito_feet,374764241,69,400,365,539,1452530566,1316211247,1,
emiy_feels,2461808995,357,893,825,4854,1452533283,1398352143,1,
CapStreetTeam,3035363549,1055,4497,3114,3768,1452549077,1423858595,1,
pimplani,1967899771,95,136,2354,1648,1452470855,1382057644,1,
CrowdSyncLED,3315556005,1893,2601,393,179,1452518145,1433876070,1,
bukowskii1,228882043,154,425,84,1796,1452365015,1292886733,1,
jorddwyer92,4756614886,94,627,3,11,1452500333,1452362195,1,
FinTheBand,2288844465,399,2771,33,73,1452522316,1389998398,1,
ChrisQ_1,53763087,1169,2111,5792,13477,1452509519,1246742420,1,
f40187e3ccac485,2959435010,423,606,406,527,1452364444,1420449077,1,
larissa78982298,4756501697,13,26,6,1,1452362847,1452361741,1,
Barnabas0,29070280,12,70,14,0,NULL,1238966958,2,
KonPfe98,4756752376,13,101,0,0,NULL,1452363392,2,
Shazza1998x,503179883,995,2679,3,199,1452100459,1330184908,1,
Marcford12,3763031782,68,361,0,14,1452536936,1443120597,1,
Downloud,44502376,38753,38678,1420,3509,1452462913,1244075927,1,
yagoo_vieira,2326442778,63,367,6681,667,1450242049,1391485964,1,
Nuria_nui,848055589,13,50,1,0,NULL,1348690468,2,
Barbara30401872,4749489316,32,107,0,0,NULL,1452299858,2,
tlcolvin73,4646648019,9,32,3,4,1452369564,1451421976,1,
mizhiikenhkwe,4599072073,56,159,19,71,1452537099,1450491304,1,
eveylaney,4755337599,24,107,0,0,NULL,1452352045,2,
jojoduke89,138909792,117,289,506,938,1451828900,1272673594,1,
susiejzumba,4734393493,10,26,3,1,1452362115,1452360559,1,
ashhh__nicole,2792527267,85,110,39,22,1452542287,1409945254,1,
EmSteph1074,4047488373,35,162,10,14,1452534713,1445879255,1,
sosassycassie,309499701,396,445,8060,0,NULL,1306993927,2,
emotionalweeny,887802649,179,311,142,420,1452311883,1350519706,1,
river_indie,4644137915,257,1177,3,18,1452513010,1451401437,1,
Skyfullofmusic,2416659002,82,207,799,690,1452374262,1396053242,1,
pascalepapas91,1369492080,10,41,16,13,1444300403,1366549079,1,
bmcgillio,4734321025,7,41,41,3,1452520362,1452359318,1,
JAlbarez,110757165,836,1370,980,3917,1452519014,1265131751,1,
LupitaV04934753,4730954366,62,235,193,6,1452473561,1452302430,1,
alli_winger,4756099763,38,102,1,1,1452359004,1452358232,1,
MandyLynnOlson,4730138468,24,158,0,0,NULL,1452287947,2,
kate_lokey,232425251,289,470,937,362,1452485032,1293766088,1,
xelawait,4755889696,18,76,27,26,1452535095,1452355858,1,
joleewalker,166441178,391,1289,5619,2945,1452526555,1279081621,1,
stephwhite4972,4754969122,8,16,3,0,NULL,1452347819,2,
LoloSung,2909863018,40,66,36,15,1452102991,1417984711,1,
aestaseceris,278976664,361,296,4899,14411,1452523774,1302258315,1,
JanoJustinx,2640461007,1135,1899,15246,21713,1452547054,1403695669,1,
MRaamsgaard,4728469060,8,42,0,3,1452431626,1452116426,1,
silvester_jane,2491930763,30,70,2,12,1448098245,1397818444,1,
schmalerie3,3298266086,4,19,0,1,1452357853,1438019045,1,
reywildermind,4754499641,69,90,12,34,1452482750,1452344277,1,
daphne_holden,2898955378,13,210,15,1,1447493695,1417337967,1,
eddiewatersjr,1172713650,23,152,7,4,1449723232,1360693324,1,
RobinPHale,55261553,43,282,13,0,NULL,1247152202,2,
AC_Laser,309778772,18,103,10,242,1452551779,1307034787,1,
klaudiazayner,410783049,78,175,71,30,1452542953,1321111336,1,
sarahclark_am,2691770274,36,111,3,6,1452352969,1406694744,1,
s4muelhiggins,390192576,244,271,1295,7651,1452350012,1318522584,1,
TroytheButler,2371271047,53,388,836,620,1451941824,1393901016,1,
lee88se1,4754681067,1,103,0,0,NULL,1452346314,2,
beccaofficial11,4755024875,78,421,1,3,1452361666,1452348848,1,
SkylerConsidine,4716424479,216,1247,687,41,1452350916,1452012343,1,
cafouillante,47620359,50,205,1096,0,NULL,1245158144,2,
UbdullahGaber,421326534,468,86,1388,13199,1452526742,1322252027,1,
Sandeigomyego,2887697543,100,212,1238,351,1452554991,1416633471,1,
mulder_lieke,4738669522,9,46,0,2,1452360832,1452205653,1,
ac1987yolo,2442907085,170,525,662,711,1452549610,1396040794,1,
golden_deyesugg,3547646236,444,608,2329,1111,1452534384,1441393379,1,
PossiblyOtaku,571091303,75,122,21,16,1452537895,1336159993,1,
micheleru98,1036495106,29,8,29,64,1441277692,1356504351,1,
mycasperi8i,2344240706,7,41,0,0,NULL,1392419788,2,
sgpix17,168612339,87,875,520,600,1452376501,1279622088,1,
batmangoesdown_,269369800,155,257,364,1294,1452548488,1300639921,1,
Harry_jbluck,3044147768,100,172,332,229,1452043802,1424971161,1,
BrionyCraddock,3377842391,123,398,133,111,1452432029,1436993645,1,
danyfini91,712859515,185,892,70,151,1452339413,1343067359,1,
Christianc320,2985257417,103,258,60,93,1452515170,1421649783,1,
kaylabrams,2321365250,206,222,1665,582,1452475168,1391203059,1,
Poppunk87,25232544,193,342,277,1433,1452344419,1237434777,1,
pinkcakes63,864085256,12,31,25,5,1452392303,1349495088,1,
giamila_V,521678826,3,6,0,0,NULL,1331499914,2,
rebeccaadixon_,2727425867,651,18,3213,3179,1452419154,1406566089,1,
maribelpcb,340201372,23,119,7,23,1411587286,1311326267,1,
SandiAbdiel,974374963,170,265,1103,2031,1452536690,1354039265,1,
PollyPaine,4747981463,2,16,0,0,NULL,1452287412,2,
ArcadeFortress,453204442,333,1167,17,289,1452359296,1325526889,1,
QvQH4NexiwCfonS,3965689278,77,321,199,0,NULL,1445405047,2,
millstom,93287765,256,956,435,0,NULL,1259453469,2,
CheekyMala,299680767,105,67,825,4309,1452489996,1305556005,1,
rockloudlive,4305957634,95,377,0,0,NULL,1448704660,2,
KarlMcFalone,4688339743,26,424,0,0,NULL,1451638921,2,
IlistLlc,3363503189,72,409,7,16,1452481714,1436237004,1,
